station_id,station_name,coordinates,capacity,latitude,longitude,distance_km,area_group
14030,Pernety - Raymond Losserand,"[48.834254627953, 2.317609339387]",32,48.834254627953,2.317609339387,3.5469420968806418,Central (<=5 km)
21024,Billancourt - Général Leclerc,"[48.8322649, 2.2380413]",22,48.8322649,2.2380413,8.781222538618508,Peripheral (>5 km)
12041,Bois de Vincennes.,"[48.8338064, 2.4132221]",60,48.8338064,2.4132221,5.134561447683824,Peripheral (>5 km)
15020,Mairie du 15ème,"[48.8417762, 2.2986539]",46,48.8417762,2.2986539,4.250637594336169,Central (<=5 km)
19031,Manin - Crimée,"[48.8831217743719, 2.3863670602440834]",23,48.8831217743719,2.3863670602440834,3.865508211170811,Central (<=5 km)
17104,Jardin Marguerite Long,"[48.8816985773914, 2.2836575657129288]",22,48.8816985773914,2.2836575657129288,5.737784346330685,Peripheral (>5 km)
14016,René Coty - Parc Montsouris,"[48.82479134498032, 2.336124926805496]",55,48.82479134498032,2.336124926805496,3.7274764317427915,Central (<=5 km)
12033,François Truffaut - Saint Emilion,"[48.83372354344807, 2.386601903271428]",66,48.83372354344807,2.386601903271428,3.5788377178158766,Central (<=5 km)
35004,Place du Président Salvador Allende,"[48.897307310356055, 2.40079153681279]",60,48.897307310356055,2.40079153681279,5.754671061317423,Peripheral (>5 km)
8011,Clapeyron - Moscou,"[48.88078819514121, 2.324815057218075]",15,48.88078819514121,2.324815057218075,3.3535058246053855,Central (<=5 km)
21955,Vaugirard - Verrerie,"[48.820881336842, 2.2367222622987]",26,48.820881336842,2.2367222622987,9.338130909194037,Peripheral (>5 km)
32301,Mairie de Romainville,"[48.885109, 2.435679]",17,48.885109,2.435679,6.879509812851133,Peripheral (>5 km)
23902,Gallieni - Lycée Charles Petitet,"[48.927640283627, 2.3308986340524]",45,48.927640283627,2.3308986340524,8.051362999522686,Peripheral (>5 km)
15030,Emeriau - Beaugrenelle,"[48.84791249714942, 2.2843059897422795]",74,48.84791249714942,2.2843059897422795,5.060627403965762,Peripheral (>5 km)
17107,Berthier - Place Stuart Merril,"[48.885927922355044, 2.2933450341224675]",37,48.885927922355044,2.2933450341224675,5.40039836378767,Peripheral (>5 km)
16002,Pergolèse - Malakoff,"[48.87521088779225, 2.2842781618237495]",38,48.87521088779225,2.2842781618237495,5.382017727689115,Peripheral (>5 km)
15004,Vaugirard - Pasteur,"[48.84040868803496, 2.3154367133975033]",21,48.84040868803496,2.3154367133975033,3.2369363449152617,Central (<=5 km)
21306,Place Lafayette,"[48.829654975522, 2.2638675570488]",62,48.829654975522,2.2638675570488,7.124766402507128,Peripheral (>5 km)
9102,Londres - Place d'Estienne d'Orves,"[48.876693805756986, 2.3305362090468407]",25,48.876693805756986,2.3305362090468407,2.739199906776529,Central (<=5 km)
21315,Jules Guesdes - Général de Gaulle,"[48.81930581291959, 2.278934195637703]",24,48.81930581291959,2.278934195637703,6.778607811948637,Peripheral (>5 km)
23102,Hôtel de Ville de Sèvres,"[48.824363561289, 2.2131047397852]",32,48.824363561289,2.2131047397852,10.792192096947119,Peripheral (>5 km)
14011,Place des Droits de l'Enfant,"[48.8274804, 2.3319217]",39,48.8274804,2.3319217,3.5618222828583583,Central (<=5 km)
10019,Paradis - Hauteville,"[48.874999954666755, 2.3522757401923404]",31,48.874999954666755,2.3522757401923404,2.045989110289879,Central (<=5 km)
20022,Porte de Bagnolet,"[48.864707139122984, 2.408344637349607]",33,48.864707139122984,2.408344637349607,4.204988682683055,Central (<=5 km)
26004,Gare RER les Grésillons,"[48.919898633572764, 2.31458459136273]",22,48.919898633572764,2.31458459136273,7.556716253478403,Peripheral (>5 km)
16042,Murat - Porte de Saint-Cloud,"[48.837508626213, 2.2577651962638]",38,48.837508626213,2.2577651962638,7.228919322967811,Peripheral (>5 km)
12156,Niger - Soult,"[48.84369906369085, 2.410361237220498]",24,48.84369906369085,2.410361237220498,4.490913177428401,Central (<=5 km)
41405,Place de l'Europe - Alfortville,"[48.78913702405837, 2.4284800887107854]",24,48.78913702405837,2.4284800887107854,9.351948554428548,Peripheral (>5 km)
10027,Dunkerque - Alsace,"[48.879355, 2.358379]",20,48.879355,2.358379,2.5702879252072988,Central (<=5 km)
1102,Française - Etienne Marcel,"[48.864053304653766, 2.347587011754513]",37,48.864053304653766,2.347587011754513,0.8948407113926085,Central (<=5 km)
24006,Adolphe Lalyre - Armand Silvestre,"[48.90406266961591, 2.273416221141815]",40,48.90406266961591,2.273416221141815,7.813033501016963,Peripheral (>5 km)
4018,Saint-Bon - Rivoli,"[48.857999643315, 2.3502172809763]",31,48.857999643315,2.3502172809763,0.2127496599361074,Central (<=5 km)
2008,Mairie du 2ème,"[48.8672190355135, 2.3404625437747044]",28,48.8672190355135,2.3404625437747044,1.4599600840466558,Central (<=5 km)
6201,Saint Pères - Saint Germain,"[48.853729675265, 2.3300181032703]",22,48.853729675265,2.3300181032703,1.6539662461788223,Central (<=5 km)
14201,Decrès - Alésia,"[48.832200060759, 2.3139070151575]",30,48.832200060759,2.3139070151575,3.9004540480663343,Central (<=5 km)
21119,Belfort - Victor Hugo,"[48.9018492, 2.3172724]",24,48.9018492,2.3172724,5.6426518388907745,Peripheral (>5 km)
